f0_max,k_sigmoid,gamma,w_acc,gain_honnete,gain_mediocre,gain_cherry_picker,gain_sybil,gain_random_biased,R_acc_honnete,R_acc_cherry_picker,R_acc_sybil,ratio_h_m,ratio_h_c,ratio_m_c,ratio_h_s,passes_h_m,passes_h_c,passes_m_c,passes_h_s,n_passed,results_dir
0.88,25.0,1.0,0.1,570312.641780014,171912.1127313183,382498.27365542983,1440.6378826706805,2212.1910062054503,1.0,0.6247509098057168,1.0,3.3174663071668284,1.4910201720120053,0.44944546046810085,395.8750832809965,True,False,False,True,2,simulateur/results/grid_A_v2_f0.88_k25_g1.0_w0.1/20260510_145630
0.88,25.0,1.0,0.2,572705.1233783732,174042.00702828547,364755.1008517997,1457.721629250139,2231.772495457877,1.0,0.6248971318672023,1.0,3.290614335913149,1.5701086072297692,0.4771475618075013,392.8768784702579,True,False,False,True,2,simulateur/results/grid_A_v2_f0.88_k25_g1.0_w0.2/20260510_145644
0.88,25.0,1.0,0.3,566828.6721120406,175063.46502370038,334633.46937154175,1735.6096815380479,2365.594565720995,1.0,0.6091514440173438,1.0,3.2378467548057634,1.693879196174169,0.5231498969678026,326.58764130062536,True,False,False,True,2,simulateur/results/grid_A_v2_f0.88_k25_g1.0_w0.3/20260510_145659
0.88,25.0,2.0,0.1,696975.3050443279,212704.40302661544,435782.67802389077,1810.7146600617957,2755.3344538381093,1.0,0.6247509098057168,1.0,3.2767319111730666,1.5993644084359815,0.4880974250540413,384.91724865172387,True,False,False,True,2,simulateur/results/grid_A_v2_f0.88_k25_g2.0_w0.1/20260510_145714
0.88,25.0,2.0,0.2,699679.5992443833,215275.3315299646,415749.42717341747,1813.713691352051,2764.7365836712056,1.0,0.6248971318672023,1.0,3.2501615223246954,1.6829358106428198,0.5178006690077024,385.7718021209842,True,False,False,True,2,simulateur/results/grid_A_v2_f0.88_k25_g2.0_w0.2/20260510_145728
0.88,25.0,2.0,0.3,692745.6162837659,216582.14074403644,381174.3408782321,2167.7598476660924,2958.5879437985895,1.0,0.6091514440173438,1.0,3.198535271209062,1.8173983450398794,0.5681970623862759,319.56750976341175,True,False,False,True,2,simulateur/results/grid_A_v2_f0.88_k25_g2.0_w0.3/20260510_145743
0.88,25.0,3.0,0.1,821778.3163635753,252909.26606433807,488264.1747800858,2176.7961906418623,3293.7988192038597,1.0,0.6247509098057168,1.0,3.249300941605364,1.6830608486352787,0.517976290556743,377.51734401981895,True,False,False,True,2,simulateur/results/grid_A_v2_f0.88_k25_g3.0_w0.1/20260510_145758
0.88,25.0,3.0,0.2,824783.3495762578,255923.73862953536,465978.3121308462,2165.306649922289,3292.842078502753,1.0,0.6248971318672023,1.0,3.222770009507325,1.7700037278659,0.549218133048373,380.9083344411557,True,False,False,True,2,simulateur/results/grid_A_v2_f0.88_k25_g3.0_w0.2/20260510_145813
0.88,25.0,3.0,0.3,816827.6020419385,257505.8880295408,427015.68950073735,2595.828248566207,3545.2026619311778,1.0,0.6091514440173438,1.0,3.1720734942893145,1.9128749180082012,0.6030361280884414,314.6693555296307,True,False,False,True,2,simulateur/results/grid_A_v2_f0.88_k25_g3.0_w0.3/20260510_145827
0.88,40.0,1.0,0.1,609571.7456148943,113943.43832109543,421838.5739023375,392.96580525087927,853.2858166332793,1.0,0.6247509098057168,1.0,5.34977489354943,1.4450355736221032,0.2701114724218539,1551.2081139623035,True,False,False,True,2,simulateur/results/grid_A_v2_f0.88_k40_g1.0_w0.1/20260510_145842
0.88,40.0,1.0,0.2,612087.6230025844,114813.65122183634,402433.610262144,350.4633469855413,962.8942475313739,1.0,0.6248971318672023,1.0,5.331139777272163,1.5209654645989246,0.28529836547958076,1746.5096657535394,True,False,False,True,2,simulateur/results/grid_A_v2_f0.88_k40_g1.0_w0.2/20260510_145857
0.88,40.0,1.0,0.3,605528.8679641912,115564.58075339414,369660.88361987565,572.5684150402333,609.8800627354797,1.0,0.6091514440173438,1.0,5.239744427025984,1.6380658457410928,0.3126232335478315,1057.5659642728317,True,False,False,True,2,simulateur/results/grid_A_v2_f0.88_k40_g1.0_w0.3/20260510_145912
0.88,40.0,2.0,0.1,746202.6454215916,142768.3108996795,480323.16363971605,502.3722449783446,1060.0867857398466,1.0,0.6247509098057168,1.0,5.226668584360668,1.553542910083987,0.29723386608680835,1485.3580246133176,True,False,False,True,2,simulateur/results/grid_A_v2_f0.88_k40_g2.0_w0.1/20260510_145927
0.88,40.0,2.0,0.2,749000.5024776614,143862.7976587002,458418.5107630726,431.55747206043407,1177.3798425930272,1.0,0.6248971318672023,1.0,5.206352960371232,1.6338792716526496,0.3138241460172051,1735.5753311410015,True,False,False,True,2,simulateur/results/grid_A_v2_f0.88_k40_g2.0_w0.2/20260510_145941
0.88,40.0,2.0,0.3,741326.4322740656,144794.11675604098,420810.0307414518,713.0505161448712,764.7077427508896,1.0,0.6091514440173438,1.0,5.119865702299928,1.7616653076635929,0.3440842807404545,1039.654856828474,True,False,False,True,2,simulateur/results/grid_A_v2_f0.88_k40_g2.0_w0.3/20260510_145956
0.88,40.0,3.0,0.1,880706.8688407713,171159.66504506665,537873.6654940682,611.5965642526658,1266.6635794580163,1.0,0.6247509098057168,1.0,5.145528116153298,1.6373861100483342,0.31821536547591817,1440.012780184503,True,False,False,True,2,simulateur/results/grid_A_v2_f0.88_k40_g3.0_w0.1/20260510_150011
0.88,40.0,3.0,0.2,883776.305400868,172486.1949395255,513513.86316931096,512.4251265020666,1391.652219420805,1.0,0.6248971318672023,1.0,5.123750951261486,1.7210368965432925,0.33589394037966797,1724.6935399786717,True,False,False,True,2,simulateur/results/grid_A_v2_f0.88_k40_g3.0_w0.2/20260510_150026
0.88,40.0,3.0,0.3,875028.3985163803,173585.45737165766,471145.5583802814,853.3566770414473,919.2067121963746,1.0,0.6091514440173438,1.0,5.040908448009491,1.8572358010220447,0.3684327577413975,1025.3958538767963,True,False,False,True,2,simulateur/results/grid_A_v2_f0.88_k40_g3.0_w0.3/20260510_150041
0.88,60.0,1.0,0.1,640324.1663476883,80044.31821499458,446115.1474994154,343.71012276463057,757.0154870833727,1.0,0.6247509098057168,1.0,7.9996204680988505,1.4353338368734216,0.17942524180956998,1862.9773286781437,True,False,False,True,2,simulateur/results/grid_A_v2_f0.88_k60_g1.0_w0.1/20260510_150055
0.88,60.0,1.0,0.2,642849.4230281116,79563.82701738048,425363.399458344,284.86080377540964,902.4940256244415,1.0,0.6248971318672023,1.0,8.079669456921462,1.5112946338277187,0.18704906702997184,2256.7142074588396,True,False,False,True,2,simulateur/results/grid_A_v2_f0.88_k60_g1.0_w0.2/20260510_150110
0.88,60.0,1.0,0.3,635833.366346393,80547.05493578175,390977.6925790323,512.2037719487581,479.1044244820606,1.0,0.6091514440173438,1.0,7.893936865268728,1.6262650744910865,0.20601445162884827,1241.3679890080994,True,False,False,True,2,simulateur/results/grid_A_v2_f0.88_k60_g1.0_w0.3/20260510_150125
0.88,60.0,2.0,0.1,784391.0355356049,101539.89167931434,507642.6359581925,440.09359689466464,942.0032807619879,1.0,0.6247509098057168,1.0,7.72495442493564,1.545163821898136,0.20002238678722167,1782.3277617996043,True,False,False,True,2,simulateur/results/grid_A_v2_f0.88_k60_g2.0_w0.1/20260510_150139
0.88,60.0,2.0,0.2,787149.482102076,101023.64656943695,484222.3071284012,348.1562725999717,1099.7680993895913,1.0,0.6248971318672023,1.0,7.791734993064636,1.625595249360017,0.20863071585557608,2260.9085173843855,True,False,False,True,2,simulateur/results/grid_A_v2_f0.88_k60_g2.0_w0.2/20260510_150154
0.88,60.0,2.0,0.3,779015.035233909,102209.17533097274,444772.2441028493,636.5120124207666,598.7287988586969,1.0,0.6091514440173438,1.0,7.621772044547961,1.7514920176848296,0.22980115482956678,1223.8811209095309,True,False,False,True,2,simulateur/results/grid_A_v2_f0.88_k60_g2.0_w0.3/20260510_150209
0.88,60.0,3.0,0.1,926114.458573715,122703.92811112708,568143.5706540894,536.470618815754,1126.9757811067389,1.0,0.6247509098057168,1.0,7.5475534714339165,1.6300711763885714,0.21597345186862033,1726.3097476206437,True,False,False,True,2,simulateur/results/grid_A_v2_f0.88_k60_g3.0_w0.1/20260510_150224
0.88,60.0,3.0,0.2,929097.8954532533,122163.85410470588,542105.1305707522,411.44180420298073,1297.0314914466783,1.0,0.6248971318672023,1.0,7.6053420405100285,1.7138703234095165,0.22535085394983514,2258.1514225396795,True,False,False,True,2,simulateur/results/grid_A_v2_f0.88_k60_g3.0_w0.2/20260510_150239
0.88,60.0,3.0,0.3,919889.1326351896,123536.80569679194,497673.65665468667,760.8120851843036,718.3399315686388,1.0,0.6091514440173438,1.0,7.446275848292212,1.8483781898736489,0.24822854102263356,1209.08848656413,True,False,False,True,2,simulateur/results/grid_A_v2_f0.88_k60_g3.0_w0.3/20260510_150253
0.9,25.0,1.0,0.1,475402.84181641066,120262.01399183804,342570.49670280155,990.6441556694768,1554.885354415857,1.0,0.6247509098057168,1.0,3.9530590419737637,1.387751853682976,0.35105770972499084,479.8926426766568,True,False,False,True,2,simulateur/results/grid_A_v2_f0.9_k25_g1.0_w0.1/20260510_150308
0.9,25.0,1.0,0.2,477814.10066521703,121510.24784587196,327274.7413571556,979.2318661296656,1629.8279317644594,1.0,0.6248971318672023,1.0,3.932294675847373,1.4599785448880014,0.37127902795672085,487.94786729494257,True,False,False,True,2,simulateur/results/grid_A_v2_f0.9_k25_g1.0_w0.2/20260510_150323
0.9,25.0,1.0,0.3,472226.761726654,122176.56090322856,299799.1764882857,1203.6265871129299,1578.5645974632544,1.0,0.6091514440173438,1.0,3.8651174843650002,1.575143625336495,0.40752800702907355,392.33659906047546,True,False,False,True,2,simulateur/results/grid_A_v2_f0.9_k25_g1.0_w0.3/20260510_150337
0.9,25.0,2.0,0.1,583439.9588541473,149354.87498026108,391043.6984809146,1249.2025380280131,1937.5061601628804,1.0,0.6247509098057168,1.0,3.9064005037080674,1.4920070598775368,0.3819390916167661,467.0499307303391,True,False,False,True,2,simulateur/results/grid_A_v2_f0.9_k25_g2.0_w0.1/20260510_150352
0.9,25.0,2.0,0.2,586198.232667896,150856.37766412026,373737.9637428088,1217.9256563556917,2015.7878441245625,1.0,0.6248971318672023,1.0,3.885803449245339,1.568473876181585,0.40364210302149944,481.3087150343259,True,False,False,True,2,simulateur/results/grid_A_v2_f0.9_k25_g2.0_w0.2/20260510_150407
0.9,25.0,2.0,0.3,579566.3488943744,151715.0340847324,342143.8482371005,1503.3890560717543,1974.8148360205832,1.0,0.6091514440173438,1.0,3.8200983336344128,1.6939259667551985,0.44342470240644566,385.50656368933466,True,False,False,True,2,simulateur/results/grid_A_v2_f0.9_k25_g2.0_w0.3/20260510_150421
0.9,25.0,3.0,0.1,690150.6963666294,178099.4078935459,438906.97455219005,1505.705176746463,2317.7202608168013,1.0,0.6247509098057168,1.0,3.875086978274225,1.5724304610806867,0.40577939795843515,458.3571253025186,True,False,False,True,2,simulateur/results/grid_A_v2_f0.9_k25_g3.0_w0.1/20260510_150436
0.9,25.0,3.0,0.2,693246.5302312156,179856.80998983476,419619.5124445418,1454.3518850551882,2399.246624226997,1.0,0.6248971318672023,1.0,3.854435816305187,1.6520836368943574,0.4286187954941804,476.6704243690715,True,False,False,True,2,simulateur/results/grid_A_v2_f0.9_k25_g3.0_w0.2/20260510_150451
0.9,25.0,3.0,0.3,685599.410871332,180901.26694836377,383957.4088911896,1801.0549067202096,2367.7854212174234,1.0,0.6091514440173438,1.0,3.789909393321323,1.7856131825955344,0.47114930656183723,380.6654690610377,True,False,False,True,2,simulateur/results/grid_A_v2_f0.9_k25_g3.0_w0.3/20260510_150506
0.9,40.0,1.0,0.1,481888.26752237184,65180.54375254337,378250.9337226061,347.57434539920905,687.5432086726903,1.0,0.6247509098057168,1.0,7.393130522995497,1.2739909529893432,0.17232090641802392,1386.432209111681,True,False,False,True,2,simulateur/results/grid_A_v2_f0.9_k40_g1.0_w0.1/20260510_150520
0.9,40.0,1.0,0.2,484704.1451051562,65070.14647138775,362164.1712228471,293.89772243190987,851.1293988987642,1.0,0.6248971318672023,1.0,7.44894811814028,1.3383547673105072,0.17967030325412492,1649.2272927274973,True,False,False,True,2,simulateur/results/grid_A_v2_f0.9_k40_g1.0_w0.2/20260510_150535
0.9,40.0,1.0,0.3,478079.96966072946,65515.846315941424,332308.09324293735,479.20859352286004,472.1022096984355,1.0,0.6091514440173438,1.0,7.297165442315324,1.4386648395927693,0.1971539292846695,997.6448171477193,True,False,False,True,2,simulateur/results/grid_A_v2_f0.9_k40_g1.0_w0.3/20260510_150550
0.9,40.0,2.0,0.1,594118.5369598628,82200.13054429428,431843.6787044608,445.25131046188915,854.6957145846357,1.0,0.6247509098057168,1.0,7.227707949195003,1.3757722209625243,0.19034695793370468,1334.3442747951572,True,False,False,True,2,simulateur/results/grid_A_v2_f0.9_k40_g2.0_w0.1/20260510_150604
0.9,40.0,2.0,0.2,597318.8153614409,82060.13314033978,413632.6934621132,360.47287776797305,1039.1741723499601,1.0,0.6248971318672023,1.0,7.279037853130244,1.4440802789592657,0.19838889535905627,1657.0423246819678,True,False,False,True,2,simulateur/results/grid_A_v2_f0.9_k40_g2.0_w0.2/20260510_150619
0.9,40.0,2.0,0.3,589486.6098576826,82627.56240865178,379284.2321969148,595.6425100729906,588.676016974194,1.0,0.6091514440173438,1.0,7.134261167505512,1.5542080577492503,0.21785129829956557,989.6651093378919,True,False,False,True,2,simulateur/results/grid_A_v2_f0.9_k40_g2.0_w0.3/20260510_150634
0.9,40.0,3.0,0.1,704947.3792779666,99017.82396316253,484750.76829216117,542.8607323085417,1021.7635030726733,1.0,0.6247509098057168,1.0,7.119398821976003,1.454247059291079,0.20426542965989505,1298.578691223702,True,False,False,True,2,simulateur/results/grid_A_v2_f0.9_k40_g3.0_w0.1/20260510_150648
0.9,40.0,3.0,0.2,708522.2433789234,98854.0015433351,464447.58333536005,426.96434102959864,1227.1380786136672,1.0,0.6248971318672023,1.0,7.167360271888691,1.5255160513287163,0.21284210552551497,1659.441258420703,True,False,False,True,2,simulateur/results/grid_A_v2_f0.9_k40_g3.0_w0.2/20260510_150703
0.9,40.0,3.0,0.3,699516.8763661624,99535.84145954139,425662.71673339437,712.0106504685443,705.1286833347356,1.0,0.6091514440173438,1.0,7.027788845794778,1.643359516507271,0.23383734949444432,982.4528269427427,True,False,False,True,2,simulateur/results/grid_A_v2_f0.9_k40_g3.0_w0.3/20260510_150718
0.9,60.0,1.0,0.1,488046.7447599394,37647.49485457089,405121.93385624356,326.04796381893453,618.9043781818265,1.0,0.6247509098057168,1.0,12.963591512402697,1.2046909929421927,0.09292879922895017,1496.8556743724007,False,False,False,True,1,simulateur/results/grid_A_v2_f0.9_k60_g1.0_w0.1/20260510_150733
0.9,60.0,1.0,0.2,491191.7972610797,36505.13222782293,388435.5407773726,263.82960705141477,826.4444634440912,1.0,0.6248971318672023,1.0,13.455417561443884,1.2645387604802123,0.09397989729458209,1861.7766320872279,False,False,False,True,1,simulateur/results/grid_A_v2_f0.9_k60_g1.0_w0.2/20260510_150747
0.9,60.0,1.0,0.3,483584.05012204556,37022.972115911616,357302.2760690832,445.8564157953324,399.6252128741845,1.0,0.6091514440173438,1.0,13.061729582596431,1.3534312052032555,0.103618069616644,1084.618350191089,False,False,False,True,1,simulateur/results/grid_A_v2_f0.9_k60_g1.0_w0.3/20260510_150802
0.9,60.0,2.0,0.1,603802.4817836158,48218.91236431546,462447.8065784229,418.05360158626235,770.1549788005286,1.0,0.6247509098057168,1.0,12.522109109836776,1.3056662248028668,0.10426887462409964,1444.3183349995024,False,False,False,True,1,simulateur/results/grid_A_v2_f0.9_k60_g2.0_w0.1/20260510_150817
0.9,60.0,2.0,0.2,607347.1350931288,46793.67600087271,443551.87164208974,321.5782850054136,1006.7016040203222,1.0,0.6248971318672023,1.0,12.979256750031814,1.36928096559405,0.1054976407328327,1888.644735706904,False,False,False,True,1,simulateur/results/grid_A_v2_f0.9_k60_g2.0_w0.2/20260510_150831
0.9,60.0,2.0,0.3,598393.7180489716,47458.06648051811,407707.9060425492,553.3009794348029,495.58262568779156,1.0,0.6091514440173438,1.0,12.608893754544694,1.4677020219139976,0.1164021246023257,1081.497666351921,False,False,False,True,1,simulateur/results/grid_A_v2_f0.9_k60_g2.0_w0.3/20260510_150846
0.9,60.0,3.0,0.1,718082.7947149037,58667.31848917614,519025.3578093145,510.0565762015479,921.3985152253277,1.0,0.6247509098057168,1.0,12.239911644289432,1.3835216023852175,0.11303362659735407,1407.8493018608874,False,False,False,True,1,simulateur/results/grid_A_v2_f0.9_k60_g3.0_w0.1/20260510_150901
0.9,60.0,3.0,0.2,722017.5363347173,56966.79821204887,497955.4396409366,379.3239943082142,1186.9526263471475,1.0,0.6248971318672023,1.0,12.674356976271236,1.4499641511203218,0.114401397548998,1903.4322826097114,False,False,False,True,1,simulateur/results/grid_A_v2_f0.9_k60_g3.0_w0.2/20260510_150915
0.9,60.0,3.0,0.3,711757.8623903033,57769.63317620802,457460.25127784366,660.7416249511462,591.5356798438299,1.0,0.6091514440173438,1.0,12.320622847289176,1.5558900700161795,0.12628339405410108,1077.21056993031,False,False,False,True,1,simulateur/results/grid_A_v2_f0.9_k60_g3.0_w0.3/20260510_150930
